"Category","Values"
1689762439000,76.59955596923828
1689762442000,76.5989990234375
1689762446000,76.59817504882812
1689762449000,76.5989990234375
1689762452000,76.59844970703125
1689762455000,76.59789276123047
1689762459000,76.59844970703125
1689762469000,76.59789276123047
1689762495000,76.59734344482422
1689762512000,76.59789276123047
1689762558000,76.59734344482422
1689762561000,76.59817504882812
1689762571000,76.59761810302734
1689762578000,76.5970687866211
1689762581000,76.59789276123047
1689762591000,76.5970687866211
1689762595000,76.59761810302734
