"Category","Values"
1689772345000,76.60093688964844
1689772359000,76.60038757324219
1689772365000,76.60121154785156
1689772369000,76.60066223144531
1689772375000,76.60121154785156
1689772379000,76.60038757324219
1689772385000,76.60093688964844
1689772408000,76.60038757324219
1689772412000,76.60093688964844
1689772428000,76.60038757324219
1689772431000,76.60093688964844
1689772438000,76.60149383544922
1689772441000,76.60038757324219
1689772445000,76.60093688964844
1689772462000,76.60038757324219
1689772468000,76.60149383544922
1689772472000,76.60093688964844
1689772475000,76.60038757324219
1689772478000,76.60093688964844
1689772488000,76.60149383544922
