"Category","Values"
1689755181000,76.59761810302734
1689755184000,76.59817504882812
1689755194000,76.59734344482422
1689755198000,76.59789276123047
1689755264000,76.59734344482422
1689755271000,76.59817504882812
1689755278000,76.59761810302734
1689755284000,76.59817504882812
1689755298000,76.59734344482422
1689755301000,76.59789276123047
1689755311000,76.59844970703125
1689755317000,76.59789276123047
1689755327000,76.59844970703125
1689755331000,76.59678649902344
1689755334000,76.59734344482422
1689755344000,76.59678649902344
