"Category","Values"
1689755184000,76.5998306274414
1689755188000,76.60066223144531
1689755191000,76.60010528564453
1689755204000,76.60066223144531
1689755208000,76.60010528564453
1689755211000,76.60093688964844
1689755214000,76.60038757324219
1689755227000,76.5998306274414
1689755237000,76.60066223144531
1689755251000,76.60010528564453
1689755261000,76.60066223144531
1689755264000,76.60010528564453
1689755271000,76.60066223144531
1689755298000,76.60010528564453
1689755304000,76.60093688964844
1689755317000,76.60038757324219
1689755331000,76.5998306274414
