"Category","Values"
1689755012000,76.59928131103516
1689755025000,76.5998306274414
1689755032000,76.59928131103516
1689755045000,76.5998306274414
1689755072000,76.5989990234375
1689755075000,76.5998306274414
1689755085000,76.5989990234375
1689755088000,76.5998306274414
1689755095000,76.59928131103516
1689755098000,76.5998306274414
1689755105000,76.59928131103516
1689755108000,76.60010528564453
1689755112000,76.59955596923828
1689755125000,76.60010528564453
1689755131000,76.59844970703125
1689755135000,76.5998306274414
1689755141000,76.59928131103516
1689755148000,76.5998306274414
1689755151000,76.59928131103516
1689755155000,76.5998306274414
1689755164000,76.59928131103516
