"Category","Values"
1689771988000,76.59844970703125
1689771997000,76.59789276123047
1689772001000,76.59734344482422
1689772004000,76.59789276123047
1689772007000,76.59734344482422
1689772027000,76.59789276123047
1689772031000,76.59734344482422
1689772034000,76.59817504882812
1689772037000,76.59734344482422
1689772041000,76.59678649902344
1689772044000,76.59734344482422
1689772064000,76.59789276123047
1689772067000,76.5970687866211
1689772070000,76.59761810302734
1689772084000,76.5970687866211
1689772097000,76.59817504882812
1689772100000,76.5970687866211
1689772103000,76.59761810302734
1689772123000,76.5970687866211
