"Category","Values"
1689754780000,76.5989990234375
1689754817000,76.59844970703125
1689754820000,76.5989990234375
1689754823000,76.59817504882812
1689754830000,76.59872436523438
1689754843000,76.59817504882812
1689754847000,76.5989990234375
1689754857000,76.59817504882812
1689754860000,76.59872436523438
1689754873000,76.59817504882812
1689754883000,76.59872436523438
1689754886000,76.59817504882812
1689754893000,76.59872436523438
1689754896000,76.59817504882812
1689754903000,76.59761810302734
1689754906000,76.59928131103516
1689754910000,76.59872436523438
1689754920000,76.59817504882812
1689754923000,76.59872436523438
1689754926000,76.59928131103516
1689754929000,76.59872436523438
1689754936000,76.59817504882812
1689754939000,76.59872436523438
1689754976000,76.59789276123047
