"Category","Values"
1689772160000,76.60066223144531
1689772163000,76.59928131103516
1689772166000,76.5998306274414
1689772170000,76.59872436523438
1689772173000,76.59928131103516
1689772180000,76.59872436523438
1689772193000,76.59928131103516
1689772196000,76.59844970703125
1689772203000,76.59789276123047
1689772210000,76.59844970703125
1689772223000,76.59789276123047
1689772226000,76.59844970703125
1689772233000,76.59789276123047
1689772236000,76.59844970703125
1689772239000,76.5989990234375
1689772249000,76.59844970703125
1689772256000,76.5998306274414
1689772259000,76.59844970703125
1689772266000,76.5989990234375
1689772269000,76.59844970703125
1689772276000,76.59789276123047
1689772279000,76.59844970703125
1689772289000,76.5989990234375
1689772306000,76.59844970703125
