"Category","Values"
1689773596000,76.59817504882812
1689773599000,76.59955596923828
1689773602000,76.59844970703125
1689773606000,76.59955596923828
1689773612000,76.59872436523438
1689773616000,76.59928131103516
1689773626000,76.5998306274414
1689773655000,76.60038757324219
1689773662000,76.59955596923828
1689773665000,76.60038757324219
1689773669000,76.59955596923828
1689773672000,76.60093688964844
1689773682000,76.60010528564453
1689773695000,76.60066223144531
1689773698000,76.59955596923828
1689773702000,76.60010528564453
1689773725000,76.60066223144531
1689773738000,76.5998306274414
1689773748000,76.60038757324219
