"Category","Values"
1689775041000,76.59928131103516
1689775068000,76.5998306274414
1689775071000,76.59928131103516
1689775091000,76.5998306274414
1689775118000,76.59928131103516
1689775141000,76.5998306274414
1689775154000,76.59928131103516
1689775167000,76.5998306274414
1689775204000,76.60038757324219
1689775207000,76.59955596923828
1689775230000,76.60010528564453
1689775237000,76.59955596923828
1689775250000,76.60010528564453
1689775270000,76.59928131103516
1689775273000,76.5998306274414
1689775300000,76.59928131103516
1689775303000,76.5998306274414
1689775307000,76.59928131103516
1689775310000,76.60010528564453
1689775313000,76.59955596923828
1689775323000,76.60066223144531
1689775326000,76.60010528564453
1689775336000,76.59955596923828
1689775363000,76.60121154785156
1689775366000,76.59955596923828
1689775396000,76.60010528564453
1689775403000,76.59955596923828
1689775413000,76.60010528564453
1689775416000,76.59955596923828
1689775419000,76.60010528564453
1689775423000,76.5989990234375
1689775429000,76.59955596923828
1689775449000,76.60038757324219
1689775462000,76.59955596923828
1689775469000,76.60010528564453
1689775482000,76.5989990234375
1689775485000,76.5998306274414
1689775499000,76.60038757324219
1689775502000,76.5998306274414
1689775512000,76.60038757324219
1689775515000,76.59955596923828
1689775519000,76.60010528564453
1689775535000,76.59955596923828
1689775538000,76.60010528564453
1689775545000,76.59928131103516
1689775548000,76.5998306274414
1689775585000,76.60038757324219
1689775591000,76.5998306274414
1689775598000,76.5989990234375
1689775605000,76.5998306274414
1689775618000,76.60038757324219
1689775621000,76.5998306274414
1689775645000,76.60038757324219
1689775652000,76.5998306274414
1689775665000,76.59928131103516
1689775675000,76.5998306274414
1689775678000,76.59928131103516
1689775701000,76.5998306274414
1689775708000,76.59928131103516
1689775711000,76.5998306274414
1689775714000,76.60038757324219
1689775718000,76.5998306274414
1689775724000,76.59928131103516
1689775748000,76.5998306274414
1689775757000,76.59928131103516
