"Category","Values"
1689762263000,76.5989990234375
1689762277000,76.5998306274414
1689762283000,76.5989990234375
1689762286000,76.59955596923828
1689762300000,76.59872436523438
1689762303000,76.59955596923828
1689762306000,76.5989990234375
1689762310000,76.59955596923828
1689762333000,76.60010528564453
1689762336000,76.59955596923828
1689762343000,76.5989990234375
1689762346000,76.5998306274414
1689762353000,76.59928131103516
1689762356000,76.5998306274414
1689762366000,76.5989990234375
1689762369000,76.60010528564453
1689762386000,76.59928131103516
1689762396000,76.60010528564453
1689762402000,76.60093688964844
1689762406000,76.59928131103516
1689762412000,76.60038757324219
