"Category","Values"
1689772505000,76.59761810302734
1689772531000,76.59817504882812
1689772541000,76.5989990234375
1689772545000,76.59844970703125
1689772551000,76.59789276123047
1689772555000,76.59844970703125
1689772561000,76.5989990234375
1689772564000,76.59817504882812
1689772591000,76.59761810302734
1689772594000,76.59817504882812
1689772604000,76.59872436523438
1689772611000,76.59789276123047
1689772614000,76.59844970703125
1689772621000,76.59789276123047
1689772624000,76.59844970703125
1689772641000,76.5989990234375
1689772644000,76.59844970703125
1689772647000,76.59789276123047
1689772657000,76.59734344482422
