"Category","Values"
1692951077000,76.5945816040039
1692951086000,76.59375
1692951090000,76.59319305419922
1692951116000,76.59264373779297
1692951126000,76.59347534179688
1692951143000,76.59264373779297
1692951146000,76.59347534179688
1692951159000,76.59264373779297
1692951163000,76.59347534179688
1692951169000,76.5929183959961
1692951179000,76.59347534179688
1692951186000,76.59264373779297
1692951212000,76.59347534179688
1692951216000,76.59236907958984
1692951222000,76.5929183959961
1692951229000,76.59236907958984
