"Category","Values"
1692949223000,76.5970687866211
1692949233000,76.59651184082031
1692949250000,76.59568786621094
1692949253000,76.59623718261719
1692949256000,76.59568786621094
1692949259000,76.59651184082031
1692949263000,76.59596252441406
1692949293000,76.59540557861328
1692949296000,76.59651184082031
1692949299000,76.59568786621094
1692949312000,76.59623718261719
1692949316000,76.59568786621094
1692949332000,76.59651184082031
1692949336000,76.59540557861328
1692949342000,76.59596252441406
1692949349000,76.59540557861328
1692949352000,76.59596252441406
1692949356000,76.59540557861328
1692949365000,76.59485626220703
