"Category","Values"
1692953736000,76.59429931640625
1692953743000,76.59375
1692953746000,76.59319305419922
1692953756000,76.59264373779297
1692953766000,76.59181213378906
1692953769000,76.59236907958984
1692953776000,76.59181213378906
1692953779000,76.59236907958984
1692953796000,76.5929183959961
1692953799000,76.59236907958984
1692953802000,76.59098052978516
1692953806000,76.59208679199219
1692953812000,76.59153747558594
1692953825000,76.59208679199219
1692953835000,76.59153747558594
1692953855000,76.59208679199219
1692953865000,76.59126281738281
