"Category","Values"
1692947794000,76.59651184082031
1692947800000,76.59540557861328
1692947810000,76.59485626220703
1692947814000,76.59623718261719
1692947817000,76.59540557861328
1692947833000,76.59485626220703
1692947853000,76.59429931640625
1692947863000,76.59485626220703
1692947870000,76.59429931640625
1692947873000,76.59540557861328
1692947877000,76.59485626220703
1692947880000,76.59568786621094
1692947883000,76.5945816040039
1692947890000,76.59513092041016
1692947893000,76.5945816040039
1692947906000,76.59540557861328
1692947910000,76.5945816040039
1692947913000,76.59513092041016
1692947926000,76.5945816040039
1692947930000,76.59540557861328
1692947933000,76.5945816040039
