"Category","Values"
1692950901000,76.59734344482422
1692950904000,76.59623718261719
1692950908000,76.59513092041016
1692950911000,76.59375
1692950914000,76.5945816040039
1692950918000,76.59402465820312
1692950924000,76.59347534179688
1692950927000,76.5929183959961
1692950934000,76.59236907958984
1692950937000,76.59319305419922
1692950947000,76.59236907958984
1692950967000,76.59181213378906
1692950970000,76.59236907958984
1692950977000,76.59181213378906
1692950984000,76.59236907958984
1692950994000,76.59181213378906
1692951000000,76.59236907958984
1692951010000,76.59153747558594
1692951017000,76.59264373779297
1692951023000,76.59208679199219
1692951027000,76.5929183959961
1692951030000,76.59208679199219
1692951037000,76.59264373779297
1692951043000,76.59208679199219
1692951060000,76.59264373779297
