"Category","Values"
1689780190000,76.60342407226562
1689780200000,76.60287475585938
1689780207000,76.60370635986328
1689780210000,76.6023178100586
1689780220000,76.6031494140625
1689780240000,76.60370635986328
1689780243000,76.6031494140625
1689780253000,76.60121154785156
1689780256000,76.6023178100586
1689780260000,76.60342407226562
1689780266000,76.6023178100586
1689780279000,76.60342407226562
1689780289000,76.6023178100586
1689780299000,76.6031494140625
1689780303000,76.60260009765625
1689780306000,76.6031494140625
1689780313000,76.60370635986328
1689780320000,76.6031494140625
1689780326000,76.60260009765625
1689780330000,76.6031494140625
1689780333000,76.60260009765625
1689780336000,76.6031494140625
1689780340000,76.60370635986328
1689780343000,76.6031494140625
