"Category","Values"
1689778038000,76.60536193847656
1689778045000,76.60481262207031
1689778052000,76.60591888427734
1689778055000,76.60536193847656
1689778062000,76.60591888427734
1689778065000,76.60508728027344
1689778075000,76.60591888427734
1689778085000,76.60536193847656
1689778088000,76.60619354248047
1689778091000,76.60536193847656
1689778095000,76.60481262207031
1689778098000,76.60591888427734
1689778105000,76.6064682006836
1689778108000,76.60508728027344
1689778111000,76.60563659667969
1689778115000,76.60508728027344
1689778118000,76.60563659667969
1689778121000,76.60508728027344
1689778124000,76.60563659667969
1689778128000,76.60508728027344
1689778138000,76.60591888427734
1689778141000,76.60536193847656
1689778161000,76.60591888427734
1689778171000,76.60508728027344
1689778174000,76.60563659667969
1689778178000,76.60508728027344
1689778181000,76.60563659667969
1689778184000,76.60453033447266
