"Category","Values"
1689784324000,76.60619354248047
1689784331000,76.60536193847656
1689784361000,76.60591888427734
1689784364000,76.60536193847656
1689784367000,76.60619354248047
1689784374000,76.60508728027344
1689784377000,76.60563659667969
1689784391000,76.60619354248047
1689784394000,76.60563659667969
1689784407000,76.6064682006836
1689784411000,76.60591888427734
1689784417000,76.60536193847656
1689784420000,76.60619354248047
1689784457000,76.60674285888672
1689784464000,76.60619354248047
1689784490000,76.60563659667969
