"Category","Values"
1689779116000,76.60619354248047
1689779119000,76.60508728027344
1689779139000,76.60619354248047
1689779142000,76.60536193847656
1689779146000,76.60619354248047
1689779149000,76.60563659667969
1689779162000,76.60619354248047
1689779166000,76.60536193847656
1689779185000,76.60619354248047
1689779195000,76.60563659667969
1689779215000,76.60508728027344
1689779219000,76.60563659667969
1689779232000,76.60619354248047
1689779242000,76.60563659667969
1689779262000,76.60619354248047
1689779269000,76.60536193847656
