"Category","Values"
1689784878000,76.60674285888672
1689784885000,76.60508728027344
1689784891000,76.6039810180664
1689784915000,76.60342407226562
1689784918000,76.60425567626953
1689784921000,76.60370635986328
1689784928000,76.60425567626953
1689784934000,76.60370635986328
1689784951000,76.60425567626953
1689784954000,76.60342407226562
1689784958000,76.6039810180664
1689784961000,76.6031494140625
1689784964000,76.6039810180664
1689784984000,76.60342407226562
1689784987000,76.60425567626953
1689784991000,76.60370635986328
1689785001000,76.6031494140625
1689785007000,76.60370635986328
1689785017000,76.60425567626953
1689785027000,76.60370635986328
1689785034000,76.6031494140625
