"Category","Values"
1689780193000,76.60563659667969
1689780197000,76.60619354248047
1689780207000,76.60563659667969
1689780213000,76.60481262207031
1689780217000,76.60425567626953
1689780220000,76.60536193847656
1689780240000,76.60591888427734
1689780250000,76.60536193847656
1689780263000,76.60591888427734
1689780266000,76.60508728027344
1689780276000,76.60453033447266
1689780279000,76.60563659667969
1689780283000,76.60619354248047
1689780286000,76.60508728027344
1689780293000,76.60453033447266
1689780299000,76.60591888427734
1689780303000,76.60508728027344
1689780310000,76.60453033447266
1689780313000,76.60536193847656
1689780336000,76.60591888427734
1689780346000,76.60536193847656
