"Category","Values"
1689782358000,76.60453033447266
1689782362000,76.60370635986328
1689782368000,76.6031494140625
1689782375000,76.60260009765625
1689782388000,76.60342407226562
1689782392000,76.60287475585938
1689782402000,76.60342407226562
1689782412000,76.60287475585938
1689782415000,76.6039810180664
1689782422000,76.60453033447266
1689782432000,76.60370635986328
1689782445000,76.60287475585938
1689782451000,76.60342407226562
1689782465000,76.6039810180664
1689782471000,76.60342407226562
1689782475000,76.60453033447266
1689782478000,76.60370635986328
1689782481000,76.60425567626953
1689782488000,76.60370635986328
1689782501000,76.60425567626953
1689782505000,76.60370635986328
1689782508000,76.60453033447266
1689782511000,76.60342407226562
1689782518000,76.6039810180664
