"Category","Values"
1689779481000,76.60563659667969
1689779487000,76.60619354248047
1689779494000,76.60563659667969
1689779511000,76.60619354248047
1689779520000,76.60563659667969
1689779527000,76.60619354248047
1689779530000,76.60536193847656
1689779534000,76.60591888427734
1689779537000,76.60536193847656
1689779547000,76.60591888427734
1689779550000,76.60536193847656
1689779567000,76.60591888427734
1689779570000,76.60536193847656
1689779577000,76.60591888427734
1689779583000,76.60536193847656
1689779590000,76.60619354248047
1689779597000,76.60563659667969
1689779600000,76.60453033447266
1689779603000,76.60536193847656
1689779607000,76.60481262207031
1689779613000,76.60563659667969
1689779616000,76.60453033447266
1689779620000,76.60508728027344
1689779630000,76.60563659667969
1689779633000,76.60508728027344
1689779650000,76.60563659667969
1689779656000,76.60508728027344
1689779660000,76.60591888427734
1689779666000,76.60536193847656
1689779670000,76.60591888427734
1689779673000,76.60508728027344
1689779676000,76.60563659667969
