"Category","Values"
1689781085000,76.60508728027344
1689781092000,76.60425567626953
1689781102000,76.60370635986328
1689781105000,76.60425567626953
1689781112000,76.59540557861328
1689781115000,76.60425567626953
1689781122000,76.60370635986328
1689781142000,76.60425567626953
1689781148000,76.60370635986328
1689781161000,76.60425567626953
1689781165000,76.60370635986328
1689781168000,76.60425567626953
1689781171000,76.60370635986328
1689781178000,76.60425567626953
1689781181000,76.60370635986328
1689781188000,76.60425567626953
1689781195000,76.60287475585938
1689781198000,76.60425567626953
1689781201000,76.6031494140625
1689781205000,76.60453033447266
1689781211000,76.6039810180664
1689781218000,76.60453033447266
1689781224000,76.60370635986328
1689781241000,76.60481262207031
1689781248000,76.6039810180664
1689781254000,76.60204315185547
1689781258000,76.60425567626953
1689781261000,76.60370635986328
1689781264000,76.60425567626953
1689781277000,76.60481262207031
1689781281000,76.60342407226562
1689781284000,76.60425567626953
1689781294000,76.60508728027344
1689781297000,76.60370635986328
1689781311000,76.60425567626953
1689781314000,76.60370635986328
1689781317000,76.60453033447266
1689781347000,76.6039810180664
1689781350000,76.60453033447266
1689781364000,76.60370635986328
1689781367000,76.60453033447266
1689781374000,76.6031494140625
1689781377000,76.6039810180664
1689781387000,76.60287475585938
1689781391000,76.60370635986328
1689781407000,76.60453033447266
