"Category","Values"
1689784514000,76.60481262207031
1689784534000,76.60425567626953
1689784537000,76.60481262207031
1689784540000,76.60425567626953
1689784543000,76.60370635986328
1689784547000,76.60481262207031
1689784550000,76.6039810180664
1689784563000,76.60453033447266
1689784570000,76.60370635986328
1689784577000,76.60425567626953
1689784600000,76.60370635986328
1689784606000,76.60425567626953
1689784620000,76.60508728027344
1689784623000,76.60425567626953
1689784626000,76.60508728027344
1689784636000,76.60370635986328
1689784640000,76.60425567626953
1689784646000,76.60508728027344
1689784649000,76.60453033447266
1689784653000,76.6039810180664
1689784656000,76.60453033447266
1689784663000,76.6039810180664
1689784669000,76.60453033447266
