"Category","Values"
1689785601000,76.60425567626953
1689785611000,76.60481262207031
1689785614000,76.60425567626953
1689785621000,76.60370635986328
1689785631000,76.60425567626953
1689785634000,76.60260009765625
1689785638000,76.60425567626953
1689785654000,76.60370635986328
1689785661000,76.60425567626953
1689785674000,76.60260009765625
1689785677000,76.60425567626953
1689785681000,76.60370635986328
1689785684000,76.6031494140625
1689785687000,76.6039810180664
1689785691000,76.60453033447266
1689785694000,76.60342407226562
1689785700000,76.60453033447266
1689785704000,76.60370635986328
1689785707000,76.60481262207031
1689785714000,76.6039810180664
1689785724000,76.60342407226562
1689785727000,76.60453033447266
1689785734000,76.6039810180664
1689785757000,76.60453033447266
