"Category","Values"
1689782358000,76.60757446289062
1689782368000,76.6081314086914
1689782375000,76.60757446289062
1689782378000,76.6081314086914
1689782381000,76.6072998046875
1689782385000,76.60674285888672
1689782402000,76.60591888427734
1689782408000,76.60702514648438
1689782412000,76.60757446289062
1689782415000,76.60702514648438
1689782418000,76.6064682006836
1689782428000,76.60702514648438
1689782432000,76.60757446289062
1689782435000,76.60674285888672
1689782448000,76.60563659667969
1689782451000,76.60619354248047
1689782455000,76.60674285888672
1689782458000,76.60591888427734
1689782461000,76.6064682006836
1689782468000,76.60591888427734
1689782471000,76.6064682006836
1689782518000,76.60702514648438
