"Category","Values"
1689784510000,76.60702514648438
1689784520000,76.6064682006836
1689784530000,76.6072998046875
1689784540000,76.60674285888672
1689784543000,76.6072998046875
1689784550000,76.60674285888672
1689784553000,76.6072998046875
1689784563000,76.60674285888672
1689784577000,76.60619354248047
1689784580000,76.60674285888672
1689784583000,76.60619354248047
1689784590000,76.60702514648438
1689784593000,76.6064682006836
1689784600000,76.60702514648438
1689784606000,76.60619354248047
1689784610000,76.60674285888672
1689784613000,76.60757446289062
1689784616000,76.60674285888672
1689784620000,76.60757446289062
1689784626000,76.60702514648438
1689784633000,76.60757446289062
1689784636000,76.6064682006836
1689784640000,76.6072998046875
1689784653000,76.60784912109375
1689784656000,76.60702514648438
1689784659000,76.60591888427734
1689784663000,76.60674285888672
1689784669000,76.60757446289062
