"Category","Values"
1689785591000,76.6072998046875
1689785595000,76.6064682006836
1689785598000,76.60702514648438
1689785601000,76.6064682006836
1689785604000,76.6072998046875
1689785628000,76.60674285888672
1689785631000,76.6072998046875
1689785634000,76.60674285888672
1689785638000,76.60757446289062
1689785641000,76.60702514648438
1689785651000,76.60784912109375
1689785654000,76.6072998046875
1689785667000,76.60674285888672
1689785674000,76.60757446289062
1689785677000,76.60702514648438
1689785700000,76.60757446289062
1689785704000,76.60702514648438
1689785707000,76.6064682006836
1689785710000,76.60784912109375
1689785714000,76.60674285888672
1689785717000,76.6072998046875
1689785737000,76.6081314086914
