"Category","Values"
1689780913000,76.60508728027344
1689780920000,76.60591888427734
1689780926000,76.60481262207031
1689780930000,76.60536193847656
1689780949000,76.60591888427734
1689780953000,76.60508728027344
1689780956000,76.60563659667969
1689780986000,76.60619354248047
1689780989000,76.60702514648438
1689780993000,76.60536193847656
1689780996000,76.60591888427734
1689780999000,76.6064682006836
1689781006000,76.60508728027344
1689781009000,76.60563659667969
1689781012000,76.60619354248047
1689781019000,76.60508728027344
1689781026000,76.60591888427734
1689781042000,76.6064682006836
