"Category","Values"
1692881364000,76.59402465820312
1692881381000,76.59319305419922
1692881384000,76.59402465820312
1692881388000,76.59347534179688
1692881398000,76.5929183959961
1692881404000,76.59402465820312
1692881407000,76.59264373779297
1692881411000,76.59429931640625
1692881414000,76.59347534179688
1692881417000,76.5929183959961
1692881431000,76.59236907958984
1692881434000,76.5929183959961
1692881454000,76.59347534179688
1692881460000,76.5929183959961
1692881467000,76.59375
1692881470000,76.5929183959961
1692881474000,76.59375
1692881484000,76.59429931640625
