"Category","Values"
1692882638000,76.58462524414062
1692882641000,76.58544921875
1692882648000,76.5862808227539
1692882651000,76.58683776855469
1692882654000,76.58600616455078
1692882661000,76.58738708496094
1692882664000,76.5862808227539
1692882667000,76.58738708496094
1692882671000,76.5862808227539
1692882674000,76.58683776855469
1692882677000,76.58766174316406
1692882684000,76.58849334716797
1692882691000,76.58766174316406
1692882694000,76.58821868896484
1692882720000,76.58905029296875
1692882727000,76.58821868896484
1692882734000,76.58932495117188
1692882737000,76.5887680053711
1692882744000,76.58821868896484
1692882747000,76.5887680053711
1692882757000,76.58932495117188
1692882764000,76.58987426757812
1692882777000,76.58932495117188
1692882783000,76.5904312133789
1692882787000,76.589599609375
1692882790000,76.5904312133789
1692882793000,76.58987426757812
1692882797000,76.58932495117188
1692882800000,76.58987426757812
1692882807000,76.5887680053711
