"Category","Values"
1692881762000,76.59429931640625
1692881776000,76.59375
1692881779000,76.59429931640625
1692881782000,76.59375
1692881786000,76.59319305419922
1692881795000,76.59402465820312
1692881799000,76.5929183959961
1692881802000,76.59347534179688
1692881809000,76.59402465820312
1692881835000,76.59347534179688
1692881845000,76.5929183959961
1692881852000,76.59402465820312
1692881855000,76.5929183959961
1692881858000,76.59236907958984
1692881862000,76.59347534179688
1692881865000,76.5929183959961
1692881895000,76.59347534179688
1692881905000,76.59264373779297
1692881918000,76.59208679199219
1692881921000,76.5929183959961
1692881928000,76.59236907958984
