"Category","Values"
1692878234000,76.59568786621094
1692878237000,76.59623718261719
1692878254000,76.59568786621094
1692878261000,76.59623718261719
1692878271000,76.59540557861328
1692878274000,76.59623718261719
1692878277000,76.59568786621094
1692878281000,76.59678649902344
1692878287000,76.59623718261719
1692878294000,76.59540557861328
1692878297000,76.59623718261719
1692878304000,76.59678649902344
1692878307000,76.59596252441406
1692878317000,76.59678649902344
1692878320000,76.59540557861328
1692878324000,76.59623718261719
1692878341000,76.59540557861328
