"Category","Values"
1692882641000,76.58932495117188
1692882648000,76.59070587158203
1692882651000,76.59015655517578
1692882671000,76.59070587158203
1692882674000,76.59126281738281
1692882677000,76.59181213378906
1692882684000,76.59236907958984
1692882687000,76.59181213378906
1692882704000,76.59126281738281
1692882707000,76.59208679199219
1692882711000,76.59126281738281
1692882714000,76.59208679199219
1692882727000,76.5929183959961
1692882730000,76.59236907958984
1692882734000,76.59319305419922
1692882744000,76.59236907958984
1692882754000,76.59347534179688
1692882760000,76.5929183959961
1692882764000,76.59347534179688
1692882780000,76.5929183959961
1692882787000,76.59402465820312
1692882793000,76.59319305419922
1692882826000,76.59402465820312
1692882833000,76.59319305419922
