"Category","Values"
1692801991000,76.58821868896484
1692801998000,76.5887680053711
1692802001000,76.58821868896484
1692802004000,76.58766174316406
1692802011000,76.58711242675781
1692802024000,76.5862808227539
1692802031000,76.58711242675781
1692802037000,76.58655548095703
1692802041000,76.58711242675781
1692802044000,76.5862808227539
1692802067000,76.58683776855469
1692802074000,76.5862808227539
1692802077000,76.58711242675781
1692802080000,76.58655548095703
1692802087000,76.58738708496094
1692802090000,76.58683776855469
1692802094000,76.58738708496094
1692802097000,76.58655548095703
1692802110000,76.58711242675781
1692802117000,76.58600616455078
1692802120000,76.58711242675781
