"Category","Values"
1692801808000,76.58711242675781
1692801815000,76.5862808227539
1692801828000,76.58683776855469
1692801831000,76.58573150634766
1692801855000,76.5862808227539
1692801858000,76.58573150634766
1692801864000,76.5862808227539
1692801868000,76.58544921875
1692801874000,76.5862808227539
1692801881000,76.58573150634766
1692801894000,76.5862808227539
1692801898000,76.58517456054688
1692801901000,76.58600616455078
1692801908000,76.58517456054688
1692801918000,76.58573150634766
1692801937000,76.58517456054688
1692801944000,76.58600616455078
1692801957000,76.58517456054688
