"Category","Values"
1692794604000,76.58905029296875
1692794611000,76.58821868896484
1692794631000,76.58932495117188
1692794634000,76.58821868896484
1692794637000,76.58766174316406
1692794641000,76.58849334716797
1692794647000,76.58738708496094
1692794651000,76.58794403076172
1692794654000,76.58738708496094
1692794667000,76.58794403076172
1692794670000,76.58738708496094
1692794680000,76.58794403076172
1692794687000,76.58683776855469
1692794690000,76.58794403076172
1692794700000,76.58738708496094
1692794704000,76.58794403076172
1692794710000,76.58711242675781
1692794714000,76.58794403076172
1692794717000,76.58849334716797
1692794720000,76.58794403076172
1692794740000,76.58683776855469
1692794743000,76.58821868896484
1692794750000,76.5887680053711
