"Category","Values"
1692799286000,76.58655548095703
1692799292000,76.58711242675781
1692799305000,76.5862808227539
1692799315000,76.58683776855469
1692799322000,76.58600616455078
1692799342000,76.58683776855469
1692799345000,76.58600616455078
1692799348000,76.58655548095703
1692799352000,76.58600616455078
1692799362000,76.58544921875
1692799365000,76.58600616455078
1692799378000,76.58517456054688
1692799382000,76.5862808227539
1692799388000,76.58544921875
1692799395000,76.58600616455078
1692799418000,76.58655548095703
1692799421000,76.58573150634766
1692799428000,76.58655548095703
1692799435000,76.58517456054688
1692799438000,76.58600616455078
1692799441000,76.58544921875
