Sensor,Set,Constante_Calibracion_K_old,Error_K_old,N_Paths_old,Constante_Calibracion_K_new,Error_K_new,N_Paths_new,Diff_K,Diff_mK,Abs_Diff_mK,Error_old_mK,Error_new_mK,Error_improvement_%
48517,15.0,0.0043515593779376,0.0390414238189832,4,0.0239384427934949,0.0002130365569413,4,0.0195868834155573,19.5868834155573,19.5868834155573,39.0414238189832,0.2130365569413,99.4543319989326
48521,15.0,-0.0659835422833121,0.0390534516850913,4,-0.0464758444773642,0.0003189740775347,2,0.019507697805947903,19.507697805947902,19.507697805947902,39.0534516850913,0.3189740775347,99.1832371691323
55262,29.0,0.5715304537545607,0.0160970127602572,4,0.5520776452681551,0.000232455089433,4,-0.019452808486405626,-19.452808486405626,19.452808486405626,16.097012760257197,0.232455089433,98.55591162847979
55192,29.0,0.4900367215121548,0.0160794532782088,4,0.4705917405561525,0.0002359589964765,4,-0.019444980956002333,-19.444980956002333,19.444980956002333,16.0794532782088,0.2359589964765,98.53254341180694
55265,29.0,0.5050276141180663,0.016066858819794,4,0.4856166104013717,0.0002350152990544,4,-0.019411003716694575,-19.411003716694573,19.411003716694573,16.066858819794,0.2350152990544,98.53726666991766
55258,29.0,0.5099626803680878,0.0160672023573736,4,0.4905556077082668,0.0002333891954206,4,-0.019407072659821,-19.407072659821,19.407072659821,16.0672023573736,0.2333891954206,98.54741858458331
48516,15.0,-0.1312027744636389,0.0390428259795687,4,-0.1118091070694897,0.0001924425818629,4,0.019393667394149203,19.3936673941492,19.3936673941492,39.0428259795687,0.1924425818629,99.50709873828394
55184,29.0,0.5947014810392905,0.0160692279813799,4,0.5753167735948143,0.0002352910897493,4,-0.01938470744447629,-19.38470744447629,19.38470744447629,16.0692279813799,0.2352910897493,98.53576606155603
55176,29.0,0.5070575925461052,0.0160789044270957,4,0.4877291346174703,0.0002315756275455,4,-0.019328457928634857,-19.328457928634858,19.328457928634858,16.0789044270957,0.2315756275455,98.5597549348247
55185,29.0,0.5121637097189908,0.0160867036110306,4,0.4929110051194624,0.0002407723372748,4,-0.019252704599528436,-19.252704599528435,19.252704599528435,16.086703611030597,0.24077233727480002,98.50328356202385
55178,29.0,0.5291152574220034,0.016095288049845,4,0.5098997367084191,0.0002289238863363,4,-0.019215520713584233,-19.215520713584233,19.215520713584233,16.095288049845,0.2289238863363,98.5776962448429
48964,15.0,0.3877379007853487,0.039067481660615,4,0.4067737610624425,0.0003221571351138,2,0.019035860277093808,19.035860277093807,19.035860277093807,39.067481660615,0.32215713511379995,99.17538289794969
48525,15.0,-0.1195512993068578,0.0390485860151997,4,-0.1006328097791638,0.0002152682595678,4,0.018918489527693996,18.918489527693996,18.918489527693996,39.048586015199696,0.2152682595678,99.44871688955905
48519,15.0,-0.0533597726714002,0.0390506028321031,4,-0.0344473312530155,0.0002174467547217,4,0.018912441418384697,18.9124414183847,18.9124414183847,39.050602832103095,0.2174467547217,99.44316671459183
55264,29.0,0.4371770955142936,0.0160794032078237,4,0.4200098656665015,0.0003242593332483,2,-0.01716722984779212,-17.16722984779212,17.16722984779212,16.0794032078237,0.32425933324830003,97.98338701345256
55074,27.0,0.4164057274134223,0.0280278311866056,4,0.4000826217031169,0.0002594050445476,3,-0.016323105710305374,-16.323105710305374,16.323105710305374,28.0278311866056,0.25940504454760005,99.07447335892486
55181,31.0,0.4812628439696439,0.0120448789170503,4,0.4658300995562293,0.000264335404088,4,-0.015432744413414634,-15.432744413414634,15.432744413414634,12.044878917050301,0.26433540408800005,97.80541252503737
55259,31.0,0.4396569074353026,0.0121108352640086,4,0.4247450947511786,0.0002687560532186,4,-0.014911812684124004,-14.911812684124005,14.911812684124005,12.1108352640086,0.26875605321859997,97.78086277816611
55187,31.0,0.4474316100840156,0.0120843296949099,4,0.4325362194597288,0.0002689132992928,4,-0.014895390624286797,-14.895390624286797,14.895390624286797,12.0843296949099,0.2689132992928,97.77469411972375
55180,31.0,0.582637201246109,0.0120325477123212,4,0.5677990320393123,0.0002646524172067,4,-0.014838169206796703,-14.838169206796703,14.838169206796703,12.0325477123212,0.2646524172067,97.8005288361691
55261,31.0,0.4004592488885096,0.0121473560465667,4,0.3857365878752096,0.0002683416701309,4,-0.014722661013299998,-14.722661013299998,14.722661013299998,12.1473560465667,0.2683416701309,97.79094587248272
55179,31.0,0.5065698285890703,0.0120599985868579,4,0.4921335789596194,0.0002578034228195,4,-0.014436249629450892,-14.436249629450892,14.436249629450892,12.0599985868579,0.25780342281949997,97.86232626013376
55183,31.0,0.5197610682154779,0.0120366623596835,4,0.5053538522323993,0.0002654835410749,4,-0.014407215983078592,-14.407215983078592,14.407215983078592,12.0366623596835,0.2654835410749,97.7943757734359
55194,31.0,0.4497739809783977,0.0122031549059654,4,0.4355657972879005,0.0003770127941729,2,-0.0142081836904972,-14.2081836904972,14.2081836904972,12.2031549059654,0.3770127941729,96.91053012865876
55260,31.0,0.5794050976324062,0.0120294707302741,4,0.5652095632086226,0.0002658001966416,4,-0.014195534423783629,-14.195534423783629,14.195534423783629,12.0294707302741,0.2658001966416,97.79042484410664
55073,27.0,0.5077182678561497,0.0343840049798485,4,0.4935255016029009,0.0003068343061004,2,-0.014192766253248834,-14.192766253248834,14.192766253248834,34.3840049798485,0.30683430610039997,99.10762487883471
54930,32.0,0.4722957589860989,0.0159491411543872,4,0.4862061976430086,0.0003499717420706,2,0.013910438656909718,13.910438656909719,13.910438656909719,15.9491411543872,0.3499717420706,97.805701644478
55182,31.0,0.6045156258884867,0.0120476029009323,4,0.5906444390685015,0.000264512095138,4,-0.013871186819985226,-13.871186819985226,13.871186819985226,12.0476029009323,0.264512095138,97.80444211754747
55186,31.0,0.7355342650057729,0.0121136243900991,4,0.721750503133909,0.0003699945383653,2,-0.01378376187186392,-13.78376187186392,13.78376187186392,12.113624390099101,0.3699945383653,96.94563306199497
49202,21.0,0.0015059747797076,0.0010644725184169,4,0.0141007562191192,0.0002144413596532,4,0.0125947814394116,12.5947814394116,12.5947814394116,1.0644725184169,0.2144413596532,79.85468333441614
54932,32.0,0.4795535009800969,0.0159389948998368,4,0.4920985403084489,0.0002409171747017,4,0.012545039328351992,12.545039328351992,12.545039328351992,15.9389948998368,0.2409171747017,98.48850460009766
55169,32.0,0.5390136605540612,0.0159283063420038,4,0.5515271393732203,0.0002426573611877,4,0.012513478819159096,12.513478819159097,12.513478819159097,15.9283063420038,0.24265736118769998,98.47656520425025
49194,21.0,-0.0283823059154286,0.0010067739581491,4,-0.015870396930172,0.0002058128121887,4,0.0125119089852566,12.5119089852566,12.5119089852566,1.0067739581491,0.20581281218869998,79.55719746991909
54928,32.0,0.4767773065290897,0.0159467414925994,4,0.4892548928999628,0.0002430801523977,4,0.01247758637087315,12.477586370873151,12.477586370873151,15.946741492599399,0.2430801523977,98.47567509318121
55246,32.0,0.5258814373208134,0.0159370673942193,4,0.5382605445929568,0.0002392203884196,4,0.01237910727214342,12.379107272143418,12.379107272143418,15.937067394219298,0.2392203884196,98.49896858372846
55247,32.0,0.5161078201326739,0.0159305666498095,4,0.5284461094300743,0.0002216134631436,4,0.01233828929740044,12.33828929740044,12.33828929740044,15.930566649809501,0.2216134631436,98.60887896824279
55249,32.0,0.5026049641389053,0.0159249366313173,4,0.5149339653538196,0.0002400500255888,4,0.012329001214914315,12.329001214914314,12.329001214914314,15.924936631317301,0.24005002558879998,98.49261550518996
54929,32.0,0.4851974149658116,0.0159431590649186,4,0.4975090459958714,0.0002440926278548,4,0.012311631030059833,12.311631030059832,12.311631030059832,15.9431590649186,0.24409262785480002,98.46898204514622
55171,32.0,0.5218484243194131,0.015930644766582,4,0.5341467765798524,0.0002345525195037,4,0.012298352260439294,12.298352260439295,12.298352260439295,15.930644766582,0.2345525195037,98.5276646178457
55170,32.0,0.4806206521558977,0.0159441912701171,4,0.4928107693218273,0.0002423493221496,4,0.012190117165929604,12.190117165929603,12.190117165929603,15.944191270117098,0.2423493221496,98.48001495940521
55166,32.0,0.5567077416673596,0.0159367210995296,4,0.5678487542707367,0.0003363509492393,2,0.011141012603377076,11.141012603377076,11.141012603377076,15.936721099529601,0.3363509492393,97.88945952471224
49201,21.0,-0.0049762093783425,0.0010221891052314,4,0.0057044586805133,0.0002152192689611,4,0.0106806680588558,10.6806680588558,10.6806680588558,1.0221891052313998,0.2152192689611,78.94525896826308
49197,21.0,0.0006982061908187,0.0009877378581215,4,0.0110772522586797,0.0002948031505162,2,0.010379046067861001,10.379046067861001,10.379046067861001,0.9877378581215001,0.2948031505162,70.15370545006115
49193,21.0,-0.0613774421727454,0.0010642384298618,4,-0.0510393595969985,0.0002057666757594,4,0.0103380825757469,10.3380825757469,10.3380825757469,1.0642384298618,0.2057666757594,80.66535937946531
49192,21.0,-0.0187437143463502,0.000989238668035,4,-0.0288888726756231,0.0002873604285571,2,-0.010145158329272898,-10.145158329272899,10.145158329272899,0.989238668035,0.2873604285571,70.95135503266306
49195,21.0,-0.004973072830858,0.0010103479581583,4,0.0048428429357701,0.0002099107955974,4,0.0098159157666281,9.8159157666281,9.8159157666281,1.0103479581583001,0.2099107955974,79.22391054463719
55215,28.0,0.4080780129271538,0.0139503825839318,4,0.4167193613418198,0.0003041837429192,2,0.008641348414666017,8.641348414666016,8.641348414666016,13.9503825839318,0.3041837429192,97.81953117709071
55200,28.0,0.394600453249198,0.0139761152212089,4,0.4026351993848598,0.0002228669528068,4,0.008034746135661797,8.034746135661797,8.034746135661797,13.976115221208898,0.2228669528068,98.40537267130857
48911,13.0,-0.0418420864920985,0.1189871516838381,4,-0.0496084612047965,0.0003112479302749,2,-0.007766374712697997,-7.766374712697997,7.766374712697997,118.98715168383809,0.3112479302749,99.73841887475218
55201,28.0,0.4410160140100683,0.0139580305531277,4,0.4487617461308486,0.0002290691736627,4,0.007745732120780335,7.745732120780335,7.745732120780335,13.9580305531277,0.22906917366270002,98.35887181367882
54866,28.0,0.4619147132606337,0.0139473357924178,4,0.4696285211981199,0.0002157665875146,4,0.007713807937486161,7.713807937486161,7.713807937486161,13.9473357924178,0.2157665875146,98.45299065910568
55213,28.0,0.3980315560286489,0.0139898827582004,4,0.4057244350938306,0.0002358291516971,4,0.007692879065181679,7.692879065181679,7.692879065181679,13.9898827582004,0.2358291516971,98.31428786235635
54867,28.0,0.4651667427154744,0.0139615910696529,4,0.4728093770287851,0.0002316525841469,4,0.007642634313310692,7.642634313310692,7.642634313310692,13.9615910696529,0.23165258414690001,98.34078664106971
49196,21.0,0.0086073629175535,0.0009800346469421,4,0.0162349011931489,0.0002128909840033,4,0.007627538275595399,7.627538275595398,7.627538275595398,0.9800346469421,0.21289098400329998,78.27719819216989
55214,28.0,0.4036496009370529,0.0139555555204779,4,0.4112662361811305,0.0001978288379323,4,0.00761663524407763,7.61663524407763,7.61663524407763,13.9555555204779,0.1978288379323,98.58243666730418
54868,28.0,0.4456071562623572,0.013953040140492,4,0.4530673510057216,0.000214297595303,4,0.007460194743364401,7.460194743364401,7.460194743364401,13.953040140492,0.214297595303,98.46415123051855
55212,28.0,0.4885389940484959,0.0139569754740976,4,0.4958891268282362,0.0002240157553081,4,0.007350132779740337,7.350132779740337,7.350132779740337,13.9569754740976,0.2240157553081,98.39495486881205
55217,38.0,0.4724320292613522,0.0009490849252457,4,0.4654463732943524,0.0004897080003725,1,-0.006985655966999793,-6.9856559669997935,6.9856559669997935,0.9490849252457,0.48970800037250006,48.40208843842673
49198,21.0,-0.0272905437782169,0.0010502764731812,4,-0.0209543441591618,0.0002232889299931,4,0.0063361996190550995,6.336199619055099,6.336199619055099,1.0502764731812,0.22328892999310002,78.73998554716013
49199,21.0,-0.0140533441352638,0.0010378577095823,4,-0.0078559580362986,0.0002242082885273,4,0.0061973860989652015,6.197386098965201,6.197386098965201,1.0378577095822998,0.2242082885273,78.39701083710833
55208,28.0,0.4592516900739438,0.013947348959856,4,0.4654381567799238,0.0003383566709019,2,0.006186466705979998,6.186466705979998,6.186466705979998,13.947348959856,0.3383566709019,97.57404312550165
48903,13.0,0.4345596287051426,0.1189960204649058,4,0.4286743512729969,0.0002143568188492,4,-0.005885277432145675,-5.885277432145674,5.885277432145674,118.9960204649058,0.2143568188492,99.81986219538122
55168,30.0,0.4443248144520106,0.000982952820469,4,0.4390992477113343,0.000495769075319,1,-0.005225566740676313,-5.225566740676313,5.225566740676313,0.9829528204690001,0.495769075319,49.56328879727393
48904,13.0,0.4409092121263406,0.1189814163940861,4,0.4362023712236643,0.000221460628624,4,-0.0047068409026763125,-4.706840902676312,4.706840902676312,118.9814163940861,0.221460628624,99.81386956439442
54881,27.0,0.5179883966138092,0.0343839225437461,4,0.5132835512779985,0.0004555200558052,1,-0.004704845335810726,-4.704845335810726,4.704845335810726,34.3839225437461,0.4555200558052,98.67519461973644
55225,38.0,0.5381017271949743,0.0008041758853031,4,0.533413943227962,0.0002959070564685,3,-0.0046877839670123045,-4.6877839670123045,4.6877839670123045,0.8041758853031,0.2959070564685,63.203689407203456
55252,39.0,0.5182336519642285,0.001120695173809,4,0.5136420131519721,0.0003292008429849,2,-0.004591638812256438,-4.591638812256438,4.591638812256438,1.120695173809,0.32920084298490004,70.62530019951654
55220,38.0,0.4831879121801897,0.0006872949797602,4,0.4785964992267845,0.0002908283272243,3,-0.004591412953405205,-4.5914129534052055,4.5914129534052055,0.6872949797602,0.29082832722429997,57.68507907248629
48906,13.0,-0.0266129463170522,0.1189817983814969,4,-0.0311048506070189,0.0002284068356737,4,-0.004491904289966701,-4.491904289966701,4.491904289966701,118.9817983814969,0.22840683567370001,99.80803212022283
54878,34.0,0.5500657971739293,0.0011175626078156,4,0.5456275009370699,0.0002418661821732,2,-0.004438296236859429,-4.438296236859429,4.438296236859429,1.1175626078156,0.2418661821732,78.35770627240703
48909,13.0,0.4142809004868906,0.1189790007059821,4,0.409879697213928,0.0002180802883546,4,-0.004401203272962617,-4.401203272962617,4.401203272962617,118.97900070598209,0.2180802883546,99.8167069087313
54882,27.0,0.470870588650641,0.0091424560920835,4,0.4664931439274363,0.0002606821246412,3,-0.0043774447232047264,-4.377444723204727,4.377444723204727,9.142456092083501,0.2606821246412,97.14866418809574
55216,38.0,0.5325557833481354,0.0006600818559069,4,0.5282164858506201,0.0003021416687918,3,-0.004339297497515271,-4.339297497515271,4.339297497515271,0.6600818559069,0.3021416687918,54.22663627427217
48908,13.0,-0.0722988159743463,0.1189793487948827,4,-0.0766262551977091,0.0002205328858367,4,-0.004327439223362803,-4.327439223362803,4.327439223362803,118.9793487948827,0.2205328858367,99.81464608096242
55223,38.0,0.4910073650612109,0.0009280088184496,4,0.4866897966717009,0.0002899267248667,3,-0.004317568389509974,-4.317568389509974,4.317568389509974,0.9280088184496,0.2899267248667,68.75819290693023
48902,13.0,0.3973735453941865,0.1189805890461897,4,0.3930871636684628,0.0002123483311706,4,-0.004286381725723709,-4.286381725723709,4.286381725723709,118.9805890461897,0.2123483311706,99.8215269121855
48900,13.0,0.4503159191198929,0.118979341964287,4,0.4460396605656914,0.0001909901840143,4,-0.004276258554201495,-4.276258554201496,4.276258554201496,118.979341964287,0.1909901840143,99.83947618060316
55219,38.0,0.4162701460718636,0.0009716029211524,4,0.4119942509454068,0.0003197486431324,3,-0.0042758951264567635,-4.2758951264567635,4.2758951264567635,0.9716029211524,0.3197486431324,67.0906050021801
48901,13.0,0.3710862357252816,0.118979118899986,4,0.3668743991843462,0.0002084001551755,4,-0.004211836540935376,-4.211836540935376,4.211836540935376,118.97911889998599,0.2084001551755,99.82484308414598
48907,13.0,0.4970572991344982,0.1189788834530441,4,0.4928587469915357,0.0002201945648311,4,-0.004198552142962497,-4.198552142962497,4.198552142962497,118.97888345304409,0.2201945648311,99.81492970984385
55218,38.0,0.43634793204006,0.0004830436131447,4,0.432174206775483,0.0002809701486527,3,-0.0041737252645769884,-4.173725264576989,4.173725264576989,0.4830436131447,0.2809701486527,41.833378807446756
48910,13.0,0.5380020119081886,0.1189784984895059,4,0.5338541394790701,0.0002161414152273,4,-0.004147872429118515,-4.147872429118515,4.147872429118515,118.9784984895059,0.2161414152273,99.81833573463162
54879,27.0,0.6143175326118316,0.0555649806764161,4,0.6184311869430256,0.0002495534565798,3,0.004113654331193928,4.113654331193928,4.113654331193928,55.5649806764161,0.24955345657980002,99.55087997234611
55229,38.0,0.4631815319778152,0.0013674044562179,4,0.4591677694593115,0.0003127147048404,3,-0.004013762518503716,-4.013762518503716,4.013762518503716,1.3674044562179,0.3127147048404,77.13078208730307
55222,38.0,0.4272404271160538,0.0005580224445992,4,0.4233373181252935,0.0002878916340027,3,-0.0039031089907602956,-3.9031089907602956,3.9031089907602956,0.5580224445992,0.28789163400269996,48.40859238027992
55097,27.0,0.4000834544294659,0.0044093003983845,4,0.3961863444246388,0.0002607440367448,3,-0.00389711000482712,-3.89711000482712,3.89711000482712,4.4093003983845005,0.2607440367448,94.08649869171235
55224,38.0,0.6316667542659806,0.0009487308984062,4,0.6278202219824465,0.0002876786726614,3,-0.0038465322835341542,-3.846532283534154,3.846532283534154,0.9487308984062,0.28767867266139996,69.6775267734318
55167,33.0,0.5342492490166552,0.0008989898880769,4,0.5379340314264798,0.0004661161436091,1,0.0036847824098246162,3.6847824098246162,3.6847824098246162,0.8989898880769,0.46611614360910003,48.15112496913556
55253,30.0,0.592892888124318,0.001010182213459,4,0.5965290287583703,0.0003633612523611,2,0.003636140634052376,3.636140634052376,3.636140634052376,1.010182213459,0.3633612523611,64.0301276819256
