Sensor,Set,Round,Path_Number,Paso1_From,Paso1_To,Paso1_Set,Paso1_Offset_K,Paso1_Error_K,Paso2_From,Paso2_To,Paso2_Set,Paso2_Offset_K,Paso2_Error_K,Paso3_From,Paso3_To,Paso3_Set,Paso3_Offset_K,Paso3_Error_K,Total_Offset_K,Total_Error_K
48900,13.0,1,4,48900,48911,13.0,0.4921661167554506,0.00018591881029076987,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.45055685434786735,0.0003706938942640398
48901,13.0,1,0,48901,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.3668743991843462,0.00020840015517556746
48901,13.0,1,1,48901,48905,13.0,-0.03712295908669237,0.0002848777696090699,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.36191502422888705,0.0004291709353157446
48901,13.0,1,2,48901,48905,13.0,-0.03712295908669237,0.0002848777696090699,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.36498813290013665,0.0004353657907246008
48901,13.0,1,3,48901,48911,13.0,0.4130388069984967,0.00024941849974871605,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.3683564359196639,0.00039962741050650954
48901,13.0,1,4,48901,48911,13.0,0.4130388069984967,0.00024941849974871605,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.3714295445909135,0.00040627299595420333
48902,13.0,1,0,48902,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.39308716366846286,0.0002123483311706627
48902,13.0,1,1,48902,48905,13.0,-0.010902829731477437,0.00029625529781825925,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.388135153584102,0.00043680607778250773
48902,13.0,1,2,48902,48905,13.0,-0.010902829731477437,0.00029625529781825925,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.3912082622553516,0.00044289415168999926
48902,13.0,1,3,48902,48911,13.0,0.43925893635371166,0.0002623384186215345,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.3945765652748788,0.000407816043205862
48902,13.0,1,4,48902,48911,13.0,0.43925893635371166,0.0002623384186215345,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.39764967394612843,0.0004143303091852578
48903,13.0,1,0,48903,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.42867435127299697,0.0002143568188492892
48903,13.0,1,1,48903,48905,13.0,0.024687952574295107,0.00030195906383040914,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.42372593588987456,0.00044069447957932243
48903,13.0,1,2,48903,48905,13.0,0.024687952574295107,0.00030195906383040914,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.42679904456112416,0.00044672956511199896
48903,13.0,1,3,48903,48911,13.0,0.4748497186594842,0.0002687629450441394,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4301673475806514,0.000411978154566522
48903,13.0,1,4,48903,48911,13.0,0.4748497186594842,0.0002687629450441394,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.433240456251901,0.0004184276279758579
48904,13.0,1,0,48904,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4362023712236643,0.00022146062862401033
48904,13.0,1,1,48904,48905,13.0,0.032227926402602615,0.00032172933757508695,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.43126590971818207,0.00045446904708556005
48904,13.0,1,2,48904,48905,13.0,0.032227926402602615,0.00032172933757508695,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4343390183894317,0.0004603235761639011
48904,13.0,1,3,48904,48911,13.0,0.48238969248779173,0.000290798918594905,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4377073214089589,0.00042668078263170486
48904,13.0,1,4,48904,48911,13.0,0.48238969248779173,0.000290798918594905,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4407804300802085,0.0004329112729886692
48905,13.0,1,0,48905,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.40285749331384085,0.00018393341176553877
48905,13.0,1,1,48905,48911,13.0,0.4501617660851891,0.0002967783072268062,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.40547939500635627,0.00043077818288725643
48905,13.0,1,2,48905,48911,13.0,0.4501617660851891,0.0002967783072268062,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.40855250367760587,0.00043695025216277473
48905,13.0,1,3,48905,48905,13.0,0.0,0.0,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.39903798331557944,0.00032098652324101203
48905,13.0,1,4,48905,48905,13.0,0.0,0.0,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.40211109198682904,0.0003292233711567552
48906,13.0,1,0,48906,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.03110485060701898,0.00022840683567370345
48906,13.0,1,1,48906,48905,13.0,-0.4350686502461413,0.0003405315765390151,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.03603066693056185,0.0004679680573741116
48906,13.0,1,2,48906,48905,13.0,-0.4350686502461413,0.0003405315765390151,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.032957558259312236,0.0004736557639636255
48906,13.0,1,3,48906,48911,13.0,0.015093115839047822,0.00031147391386697064,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.029589255239785048,0.00044103115335636665
48906,13.0,1,4,48906,48911,13.0,0.015093115839047822,0.00031147391386697064,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.026516146568535404,0.00044706169400241945
48907,13.0,1,0,48907,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4928587469915357,0.00022019456483115494
48907,13.0,1,1,48907,48905,13.0,0.08888225454484652,0.0003182487258998438,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.487920237860426,0.00045201172511255354
48907,13.0,1,2,48907,48905,13.0,0.08888225454484652,0.0003182487258998438,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4909933465316756,0.00045789767377951647
48907,13.0,1,3,48907,48911,13.0,0.5390440206300356,0.0002869433671237861,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4943616495512028,0.00042406246609146377
48907,13.0,1,4,48907,48911,13.0,0.5390440206300356,0.0002869433671237861,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4974347582224524,0.00043033086707908804
48908,13.0,1,0,48908,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.07662625519770916,0.00022053288583676525
48908,13.0,1,1,48908,48905,13.0,-0.48060219708137847,0.0003191805499521199,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.08156421376579905,0.00045266827983644984
48908,13.0,1,2,48908,48905,13.0,-0.48060219708137847,0.0003191805499521199,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.07849110509454948,0.00045854580096600634
48908,13.0,1,3,48908,48911,13.0,-0.03044043099618937,0.0002879765057555905,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.07512280207502224,0.00042476222416598875
48908,13.0,1,4,48908,48911,13.0,-0.03044043099618937,0.0002879765057555905,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.07204969340377254,0.0004310204485774469
48909,13.0,1,0,48909,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.409879697213928,0.00021808028835462636
48909,13.0,1,1,48909,48905,13.0,0.005899706978249777,0.0003123961086153765,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4049376902938292,0.00044791034457844665
48909,13.0,1,2,48909,48905,13.0,0.005899706978249777,0.0003123961086153765,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4080107989650788,0.0004538494869379591
48909,13.0,1,3,48909,48911,13.0,0.45606147306343886,0.0002804381804916943,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.411379101984606,0.0004196880416317936
48909,13.0,1,4,48909,48911,13.0,0.45606147306343886,0.0002804381804916943,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.41445221065585564,0.00042602081205288077
48910,13.0,1,0,48910,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.5338541394790701,0.00021614141522737529
48910,13.0,1,1,48910,48905,13.0,0.12987085275884552,0.00030698280566306276,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.5289088360744248,0.0004441517658133518
48910,13.0,1,2,48910,48905,13.0,0.12987085275884552,0.00030698280566306276,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.5319819447456746,0.0004501405014976817
48910,13.0,1,3,48910,48911,13.0,0.5800326188440346,0.0002743951300082196,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.5353502477652017,0.00041567435160647776
48910,13.0,1,4,48910,48911,13.0,0.5800326188440346,0.0002743951300082196,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.5384233564364513,0.00042206734841365257
48911,13.0,1,0,48911,PROMEDIO,13.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.0453743779793776,0.00018165963859429526
48911,13.0,1,1,48911,48905,13.0,-0.4501617660851891,0.0002967783072268062,48905,48869,50.0,0.4750925431502391,0.000290353839831046,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.051123782769609674,0.00043716096777132485
48911,13.0,1,2,48911,48905,13.0,-0.4501617660851891,0.0002967783072268062,48905,48956,50.0,-0.03541940622139439,0.0002906837649745575,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.04805067409836006,0.0004432441671993295
48911,13.0,1,3,48911,48911,13.0,0.0,0.0,48911,48869,50.0,0.031372188755826785,0.00028065189009432657,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.04468237107883287,0.0003122378567874786
48911,13.0,1,4,48911,48911,13.0,0.0,0.0,48911,48956,50.0,-0.47913976061580665,0.0002809932069084038,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.041609262407583225,0.000320699484291297
48912,14.0,1,0,48912,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.3487401004073856,0.00022678126167035225
48912,14.0,1,1,48912,48956,14.0,-0.5000535765536883,0.0002844068506884546,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.0655961870167145,0.00041609638311481214
48912,14.0,1,2,48912,48963,14.0,-0.5668695409987996,0.00021923494597943943,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.46989723095133856,0.0003790727722434666
48912,14.0,1,3,48912,48963,14.0,-0.5668695409987996,0.00021923494597943943,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.46682412228008896,0.0003860723334685004
48913,14.0,1,0,48913,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.3446096961746077,0.00026695436787193335
48913,14.0,1,1,48913,48956,14.0,-0.4998094868794424,0.0003743311914845348,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.06535209734246857,0.00048205060340272897
48913,14.0,1,2,48913,48963,14.0,-0.5666254513245537,0.00032756762010051343,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.4696531412770926,0.00045048057766795417
48913,14.0,1,3,48913,48963,14.0,-0.5666254513245537,0.00032756762010051343,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.466580032605843,0.00045638627375231116
48914,14.0,1,0,48914,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.3087203555062318,0.00028607380633234017
48914,14.0,1,1,48914,48956,14.0,-0.46525477830039297,0.0004144306058427879,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.030797388763419156,0.0005138109286322391
48914,14.0,1,2,48914,48963,14.0,-0.5320707427455043,0.0003727323864105493,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.4350984326980432,0.00048431563777875524
48914,14.0,1,3,48914,48963,14.0,-0.5320707427455043,0.0003727323864105493,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.4320253240267936,0.0004898135533144303
48915,14.0,1,0,48915,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.31280568926618835,0.00030041155610992286
48915,14.0,1,1,48915,48956,14.0,-0.4701865867909295,0.00044375797887325586,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.035729197253955694,0.0005377453738865455
48915,14.0,1,2,48915,48963,14.0,-0.5370025512360408,0.0004050899266011929,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.44003024118857975,0.000509637178541263
48915,14.0,1,3,48915,48963,14.0,-0.5370025512360408,0.0004050899266011929,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.43695713251733015,0.0005148647723091618
48956,14.0,1,0,48956,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.25396781797196843,0.00022563593587098327
48956,14.0,1,1,48956,48963,14.0,-0.06681596444511129,0.00035909778369844144,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.03015634560234977,0.0004739023352705407
48956,14.0,1,2,48956,48963,14.0,-0.06681596444511129,0.00035909778369844144,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.03322945427359936,0.0004795196590217526
48956,14.0,1,3,48956,48956,14.0,0.0,0.0,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4344573895369738,0.00030372511144570127
48958,14.0,1,0,48958,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.11751412885294064,0.0002847970699658102
48958,14.0,1,1,48958,48956,14.0,-0.03893899803058026,0.0004117909252181387,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.39551839150639356,0.0005116841891388812
48958,14.0,1,2,48958,48963,14.0,-0.10575496247569155,0.000369795174268261,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.008782652428230495,0.0004820587889768559
48958,14.0,1,3,48958,48963,14.0,-0.10575496247569155,0.000369795174268261,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.005709543756980906,0.0004875821531222187
48959,14.0,1,0,48959,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.1704920035218177,0.000303441423372394
48959,14.0,1,1,48959,48956,14.0,0.012946671251469866,0.00044988734216925273,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.4474040607884437,0.0005428144839324186
48959,14.0,1,2,48959,48963,14.0,-0.05386929319364142,0.00041179524701506347,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.043103016853819634,0.0005149830391206457
48959,14.0,1,3,48959,48963,14.0,-0.05386929319364142,0.00041179524701506347,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.04617612552506922,0.000520156909591137
48962,14.0,1,0,48962,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.1043205819043079,0.00027651502323872433
48962,14.0,1,1,48962,48956,14.0,-0.051579146152431365,0.0003945420319216521,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.38287824338454246,0.0004979079817351491
48962,14.0,1,2,48962,48963,14.0,-0.11839511059754265,0.0003504855485935886,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,-0.021422800550081597,0.0004674102319062861
48962,14.0,1,3,48962,48963,14.0,-0.11839511059754265,0.0003504855485935886,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,-0.01834969187883201,0.0004731046447712747
48963,14.0,1,0,48963,PROMEDIO,14.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.17165936969771453,0.00020048294902254068
48963,14.0,1,1,48963,48956,14.0,0.06681596444511129,0.00035909778369844144,48956,48869,50.0,0.5105119493716335,0.0002711493085460179,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.5012733539820851,0.0004703192124290015
48963,14.0,1,2,48963,48963,14.0,0.0,0.0,48963,48869,50.0,0.1730268698821207,0.0002773178849624008,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.09697231004746105,0.000309244571686779
48963,14.0,1,3,48963,48963,14.0,0.0,0.0,48963,48956,50.0,-0.3374850794895128,0.00027766330012295545,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.10004541871871064,0.00031778591084440045
48964,15.0,1,0,48964,PROMEDIO,15.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4072917972889491,0.00017656482194102307
48964,15.0,1,1,48964,48521,15.0,0.4540159715435008,0.0003381174471450061,48521,48869,50.0,0.027295614613198797,0.0002680983705079498,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.40525702632203997,0.0004526887894907427
48964,15.0,1,2,48964,48521,15.0,0.4540159715435008,0.0003381174471450061,48521,48956,50.0,-0.4832163347584347,0.0002684556484489924,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.4083301349932896,0.00045856604774455314
48964,15.0,1,3,48964,48964,15.0,0.0,0.0,48964,48869,50.0,0.4820783495591709,0.000260376484550726,48869,48484,57.0,-0.07605455983465965,0.00013684661412588929,0.40602378972451125,0.0002941477681450507
48964,15.0,1,4,48964,48964,15.0,0.0,0.0,48964,48956,50.0,-0.028433599812462573,0.0002607443434135159,48956,48484,57.0,0.43753049820822343,0.0001545670627787007,0.40909689839576086,0.0003031148124361136
49101,16.0,1,0,49101,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.05366286866331355,0.00023509709521310487
49101,16.0,1,1,49101,49106,16.0,-0.4676441162942494,0.00028030579673580456,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,-0.05475512719841985,0.00039214536855919146
49101,16.0,1,2,49101,49106,16.0,-0.4676441162942494,0.00028030579673580456,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,-0.05434670834118899,0.00042499946856041894
49101,16.0,1,3,49101,49112,16.0,-0.5493242143580707,0.00018476832535106602,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,-0.05186412532482754,0.00040643825434576777
49102,16.0,1,0,49102,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,-0.07253651558993121,0.00025069286529863413
49102,16.0,1,1,49102,49106,16.0,-0.48651906705817305,0.00031814244862511453,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,-0.0736300779623435,0.0004200253183034489
49102,16.0,1,2,49102,49106,16.0,-0.48651906705817305,0.00031814244862511453,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,-0.07322165910511264,0.00045085233304279133
49102,16.0,1,3,49102,49112,16.0,-0.5681991651219943,0.0002382910237221009,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,-0.07073907608875118,0.000433399737573899
49103,16.0,1,0,49103,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.44307097514874366,0.00025574869289938216
49103,16.0,1,1,49103,49106,16.0,0.029088070819114353,0.00032995691906799896,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,0.44197705991494396,0.00042904337640799905
49103,16.0,1,2,49103,49106,16.0,0.029088070819114353,0.00032995691906799896,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.44238547877217477,0.00045926547555176663
49103,16.0,1,3,49103,49112,16.0,-0.05259202724470691,0.00025384948849700137,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.4448680617885362,0.0004421450931004288
49104,16.0,1,0,49104,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.40477322399628296,0.00027027630344181157
49104,16.0,1,1,49104,49106,16.0,-0.009210546473847503,0.00036295206677222625,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,0.40367844262198205,0.0004549075215612075
49104,16.0,1,2,49104,49106,16.0,-0.009210546473847503,0.00036295206677222625,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.4040868614792129,0.0004835156785122639
49104,16.0,1,3,49104,49112,16.0,-0.09089064453766876,0.00029546945213265925,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.40656944449557436,0.0004672846217094796
49105,16.0,1,0,49105,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.37633673098560905,0.00027470896753839204
49105,16.0,1,1,49105,49106,16.0,-0.03764726673675439,0.0003727789045305838,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,0.37524172235907516,0.0004627858706375466
49105,16.0,1,2,49105,49106,16.0,-0.03764726673675439,0.0003727789045305838,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.375650141216306,0.0004909351487273716
49105,16.0,1,3,49105,49112,16.0,-0.11932736480057565,0.00030746073900965844,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.37813272423266747,0.0004749577103016256
49106,16.0,1,0,49106,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.4134721929312132,0.00019174884294847553
49106,16.0,1,1,49106,49112,16.0,-0.08168009806382126,0.00033572410359807584,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.41577999096942186,0.000493724006180912
49106,16.0,1,2,49106,49106,16.0,0.0,0.0,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,0.4128889890958296,0.0002742383095023923
49106,16.0,1,3,49106,49106,16.0,0.0,0.0,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.4132974079530604,0.00031945767887616095
49109,16.0,1,0,49109,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.433665151699246,0.00029798797784113087
49109,16.0,1,1,49109,49106,16.0,0.019680176915285563,0.00042294307400178805,49106,49112,51.0,-0.08416268108018274,0.0001702924306880763,49112,48484,57.0,0.4970516701760123,0.00021495845749603957,0.43256916601111517,0.000504070921840183
49109,16.0,1,2,49109,49106,16.0,0.019680176915285563,0.00042294307400178805,49106,49167,51.0,0.393394508520774,0.0002600573034698277,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.432977584868346,0.0005300321239689405
49109,16.0,1,3,49109,49112,16.0,-0.0619999211485357,0.0003666726581235982,49112,49167,51.0,0.4775571896009567,0.00031085255835789955,49167,48484,57.0,0.019902899432286403,0.0001855354615833488,0.4354601678847074,0.0005152684336906568
49110,16.0,1,0,49110,PROMEDIO,16.0,,,PROMEDIO,PROMEDIO,,,,PROMEDIO,48484,57.0,,,0.3883648685853405,0.0002857310913424258
